"Steps"	"Temperature (K)"	"PotentialEnergy"	"Scaling"	"310K Weight"	"346.953K Weight"	"388.311K Weight"	"434.6K Weight"	"486.406K Weight"	"544.387K Weight"	"609.28K Weight"	"681.909K Weight"	"763.195K Weight"	"854.171K Weight"	"955.992K Weight"	"1069.95K Weight"	"1197.49K Weight"	"1340.24K Weight"	"1500K Weight"
362000	854.171	87.4143	0.362925	0	6.08588	11.1274	15.3828	18.7501	21.2562	23.6907	25.491	27.1028	28.3961	29.5932	30.7394	31.4572	32.2441	33.0085
362500	1500	50.0515	0.206667	0	6.08588	11.1274	15.3828	18.7501	21.2562	23.6907	25.4909	27.1028	28.3961	29.5931	30.7392	31.4572	32.2441	33.0083
363000	1500	60.4577	0.206667	0	6.08588	11.1274	15.3828	18.7501	21.2562	23.6907	25.4908	27.1027	28.3961	29.5931	30.7391	31.4572	32.244	33.0081
363500	1340.24	55.0617	0.231302	0	6.08588	11.1274	15.3828	18.7501	21.2562	23.6906	25.4908	27.1025	28.3961	29.593	30.739	31.4572	32.244	33.0081
364000	1500	51.874	0.206667	0	6.08588	11.1274	15.3828	18.7501	21.2562	23.6906	25.4908	27.1025	28.3959	29.593	30.7389	31.4571	32.2439	33.0079
364500	1197.49	64.368	0.258874	0	6.08588	11.1274	15.3828	18.75	21.2562	23.6906	25.4907	27.1025	28.3959	29.593	30.7387	31.457	32.2438	33.0079
365000	955.992	66.1725	0.324271	0	6.08594	11.1274	15.3828	18.7501	21.2562	23.6907	25.4908	27.1025	28.396	29.593	30.7388	31.457	32.2438	33.0078
365500	955.992	53.4548	0.324271	0	6.08588	11.1274	15.3828	18.7499	21.2562	23.6906	25.4908	27.1025	28.3959	29.5929	30.7388	31.4569	32.2438	33.0078
366000	681.909	65.4194	0.454606	0	6.08588	11.1273	15.3827	18.7499	21.2562	23.6906	25.4907	27.1024	28.3959	29.5928	30.7388	31.4568	32.2437	33.0077
366500	1340.24	65.5574	0.231302	0	6.086	11.1274	15.3828	18.7501	21.2563	23.6906	25.4908	27.1025	28.3961	29.593	30.7388	31.4568	32.2437	33.0078
367000	486.406	102.743	0.637328	0	6.08594	11.1274	15.3828	18.75	21.2562	23.6906	25.4908	27.1025	28.3961	29.5929	30.7388	31.4567	32.2437	33.0076
367500	486.406	81.1649	0.637328	0	6.08594	11.1274	15.3828	18.7499	21.2562	23.6904	25.4908	27.1025	28.3961	29.5928	30.7387	31.4566	32.2437	33.0076
368000	681.909	100.674	0.454606	0	6.08594	11.1274	15.3828	18.7499	21.2561	23.6904	25.4907	27.1025	28.396	29.5928	30.7386	31.4566	32.2437	33.0074
368500	388.311	87.2051	0.798328	0	6.08594	11.1273	15.3828	18.7499	21.256	23.6903	25.4907	27.1025	28.3959	29.5928	30.7385	31.4563	32.2437	33.0074
369000	955.992	77.0964	0.324271	0	6.08594	11.1273	15.3828	18.7498	21.256	23.6903	25.4907	27.1024	28.3959	29.5928	30.7385	31.4562	32.2436	33.0074
369500	310	187.291	1	0	6.086	11.1274	15.3828	18.7499	21.2562	23.6904	25.4908	27.1025	28.3961	29.5929	30.7385	31.4563	32.2437	33.0074
370000	681.909	75.4418	0.454606	0	6.08594	11.1274	15.3829	18.7498	21.2562	23.6904	25.4908	27.1025	28.3961	29.5929	30.7386	31.4564	32.2438	33.0075
370500	609.28	116.461	0.508797	0	6.08606	11.1275	15.3829	18.7499	21.2563	23.6904	25.4908	27.1026	28.3962	29.593	30.7387	31.4564	32.2439	33.0076
371000	955.992	81.7362	0.324271	0	6.08606	11.1275	15.3828	18.7499	21.2562	23.6904	25.4908	27.1026	28.3962	29.5929	30.7386	31.4564	32.2438	33.0076
371500	434.6	126.965	0.7133	0	6.08606	11.1275	15.3827	18.7499	21.2561	23.6904	25.4907	27.1026	28.3961	29.5928	30.7386	31.4564	32.2438	33.0076
372000	310	178.246	1	0	6.086	11.1276	15.3826	18.7499	21.2562	23.6904	25.4908	27.1027	28.3961	29.5928	30.7387	31.4563	32.2438	33.0076
372500	1197.49	91.8961	0.258874	0	6.086	11.1275	15.3826	18.7499	21.2562	23.6904	25.4906	27.1027	28.3961	29.5928	30.7387	31.4561	32.2438	33.0076
373000	1500	80.8502	0.206667	0	6.08588	11.1274	15.3826	18.7498	21.2561	23.6904	25.4905	27.1027	28.3959	29.5928	30.7386	31.4561	32.2438	33.0076
373500	1197.49	56.9873	0.258874	0	6.08588	11.1274	15.3826	18.7498	21.2562	23.6904	25.4906	27.1027	28.3959	29.5929	30.7387	31.456	32.2438	33.0076
374000	854.171	86.2793	0.362925	0	6.08582	11.1274	15.3825	18.7498	21.256	23.6904	25.4906	27.1027	28.3959	29.5929	30.7387	31.4559	32.2438	33.0076
374500	1340.24	59.676	0.231302	0	6.08582	11.1274	15.3824	18.7498	21.256	23.6903	25.4906	27.1027	28.3959	29.5928	30.7386	31.4558	32.2437	33.0074
375000	763.195	84.5504	0.406187	0	6.086	11.1275	15.3826	18.75	21.2562	23.6905	25.4908	27.1028	28.3959	29.593	30.7388	31.456	32.2438	33.0076
375500	854.171	93.3039	0.362925	0	6.08612	11.1276	15.3827	18.75	21.2562	23.6906	25.4908	27.1029	28.396	29.5931	30.7389	31.4561	32.244	33.0077
376000	854.171	86.9244	0.362925	0	6.08624	11.1277	15.3828	18.7502	21.2564	23.6907	25.491	27.1031	28.3961	29.5933	30.7391	31.4561	32.2441	33.0079
376500	609.28	88.4805	0.508797	0	6.0863	11.1278	15.3829	18.7502	21.2564	23.6906	25.491	27.1031	28.3962	29.5934	30.7391	31.4562	32.2441	33.0079
377000	544.387	77.9207	0.569448	0	6.0863	11.1278	15.3828	18.7502	21.2563	23.6906	25.491	27.103	28.3961	29.5933	30.739	31.4562	32.2441	33.0079
377500	486.406	117.686	0.637328	0	6.0863	11.1276	15.3828	18.7501	21.2563	23.6905	25.4909	27.103	28.3961	29.5933	30.7389	31.4562	32.2441	33.0078
378000	310	163.883	1	0	6.08643	11.1277	15.3829	18.7503	21.2565	23.6907	25.4911	27.1031	28.3962	29.5934	30.739	31.4564	32.2443	33.008
378500	763.195	88.8017	0.406187	0	6.08643	11.1279	15.383	18.7504	21.2566	23.6908	25.4911	27.1032	28.3964	29.5936	30.7391	31.4564	32.2443	33.0081
379000	310	146.024	1	0	6.08646	11.1279	15.383	18.7504	21.2567	23.6908	25.4912	27.1033	28.3964	29.5936	30.7392	31.4565	32.2444	33.0082
379500	681.909	80.3724	0.454606	0	6.08646	11.1279	15.3831	18.7505	21.2567	23.6909	25.4912	27.1033	28.3965	29.5937	30.7392	31.4565	32.2444	33.0082
380000	346.953	137.305	0.893492	0	6.0864	11.1279	15.3831	18.7505	21.2567	23.6907	25.4912	27.1033	28.3965	29.5937	30.7392	31.4565	32.2444	33.0082
380500	854.171	71.4587	0.362925	0	6.08636	11.1279	15.3831	18.7504	21.2567	23.6907	25.4911	27.1033	28.3964	29.5937	30.7392	31.4565	32.2444	33.0082
381000	346.953	139.939	0.893492	0	6.0863	11.1278	15.3831	18.7504	21.2567	23.6907	25.4911	27.1033	28.3964	29.5936	30.7392	31.4564	32.2444	33.0082
381500	388.311	141.904	0.798328	0	6.08624	11.1278	15.3831	18.7505	21.2567	23.6908	25.4911	27.1033	28.3964	29.5937	30.7392	31.4564	32.2444	33.0082
382000	346.953	139.737	0.893492	0	6.08621	11.1278	15.383	18.7504	21.2567	23.6907	25.4911	27.1033	28.3964	29.5936	30.7392	31.4564	32.2444	33.0082
382500	1069.95	92.882	0.289733	0	6.08627	11.1278	15.3831	18.7504	21.2567	23.6907	25.4912	27.1034	28.3965	29.5937	30.7392	31.4564	32.2445	33.0083
383000	609.28	79.5707	0.508797	0	6.08636	11.1278	15.3831	18.7505	21.2568	23.6907	25.4913	27.1035	28.3966	29.5938	30.7393	31.4565	32.2446	33.0083
383500	434.6	153.807	0.7133	0	6.0864	11.1278	15.3831	18.7505	21.2568	23.6907	25.4913	27.1035	28.3966	29.5938	30.7393	31.4565	32.2446	33.0083
384000	388.311	132.636	0.798328	0	6.08636	11.1278	15.3831	18.7505	21.2568	23.6908	25.4913	27.1035	28.3966	29.5938	30.7393	31.4565	32.2447	33.0084
384500	486.406	109.829	0.637328	0	6.0864	11.1277	15.3831	18.7505	21.2569	23.6908	25.4913	27.1035	28.3966	29.5938	30.7393	31.4565	32.2447	33.0084
385000	310	128.798	1	0	6.08649	11.1278	15.3832	18.7505	21.257	23.6909	25.4914	27.1036	28.3967	29.5939	30.7394	31.4566	32.2448	33.0084
385500	310	196.306	1	0	6.08655	11.1279	15.3833	18.7506	21.257	23.6909	25.4914	27.1036	28.3968	29.594	30.7395	31.4567	32.2449	33.0085
386000	346.953	154.982	0.893492	0	6.08652	11.1279	15.3833	18.7505	21.257	23.6909	25.4914	27.1036	28.3968	29.5939	30.7395	31.4567	32.2449	33.0085
386500	388.311	151.256	0.798328	0	6.08649	11.1278	15.3832	18.7505	21.257	23.6909	25.4914	27.1036	28.3968	29.5939	30.7395	31.4567	32.2449	33.0085
387000	1340.24	53.924	0.231302	0	6.08652	11.1278	15.3833	18.7505	21.257	23.6909	25.4914	27.1036	28.3968	29.594	30.7395	31.4567	32.2448	33.0085
387500	1500	48.0315	0.206667	0	6.08652	11.1278	15.3833	18.7505	21.257	23.6909	25.4914	27.1036	28.3968	29.5939	30.7395	31.4566	32.2448	33.0085
388000	681.909	70.7877	0.454606	0	6.08652	11.1278	15.3833	18.7505	21.257	23.6909	25.4914	27.1035	28.3967	29.5939	30.7394	31.4566	32.2448	33.0085
388500	681.909	116.352	0.454606	0	6.08652	11.1278	15.3833	18.7505	21.257	23.6909	25.4913	27.1035	28.3967	29.5939	30.7393	31.4566	32.2447	33.0085
389000	854.171	95.3146	0.362925	0	6.08655	11.1278	15.3832	18.7505	21.257	23.6909	25.4913	27.1035	28.3967	29.5939	30.7393	31.4566	32.2447	33.0085
389500	609.28	93.6326	0.508797	0	6.08661	11.1279	15.3833	18.7505	21.2571	23.6909	25.4913	27.1035	28.3968	29.594	30.7393	31.4566	32.2448	33.0085
390000	434.6	137.358	0.7133	0	6.08664	11.1279	15.3833	18.7506	21.2571	23.6909	25.4914	27.1036	28.3968	29.5941	30.7394	31.4567	32.2448	33.0086
390500	763.195	97.1303	0.406187	0	6.08667	11.1278	15.3833	18.7506	21.2571	23.6909	25.4914	27.1036	28.3969	29.5941	30.7394	31.4567	32.2448	33.0086
391000	486.406	110.218	0.637328	0	6.08664	11.1278	15.3833	18.7505	21.2571	23.6909	25.4914	27.1036	28.3968	29.5941	30.7394	31.4567	32.2448	33.0086
391500	1069.95	78.4304	0.289733	0	6.08664	11.1278	15.3833	18.7505	21.2571	23.6909	25.4913	27.1035	28.3968	29.594	30.7393	31.4567	32.2448	33.0086
392000	763.195	94.0571	0.406187	0	6.08661	11.1278	15.3833	18.7505	21.2571	23.6909	25.4913	27.1035	28.3968	29.594	30.7393	31.4567	32.2448	33.0086
392500	1069.95	96.5833	0.289733	0	6.08664	11.1278	15.3833	18.7505	21.2571	23.6909	25.4913	27.1035	28.3968	29.594	30.7393	31.4567	32.2448	33.0086
393000	1069.95	66.9389	0.289733	0	6.08664	11.1278	15.3833	18.7505	21.257	23.6908	25.4913	27.1035	28.3968	29.594	30.7393	31.4567	32.2448	33.0086
393500	434.6	133.759	0.7133	0	6.08664	11.1278	15.3832	18.7504	21.257	23.6908	25.4913	27.1035	28.3967	29.594	30.7393	31.4566	32.2448	33.0086
394000	544.387	85.9768	0.569448	0	6.08658	11.1278	15.3832	18.7504	21.257	23.6908	25.4913	27.1035	28.3967	29.5939	30.7392	31.4566	32.2448	33.0086
394500	434.6	149.71	0.7133	0	6.08655	11.1277	15.3831	18.7504	21.257	23.6907	25.4912	27.1035	28.3967	29.5939	30.7392	31.4566	32.2448	33.0086
395000	1197.49	54.43	0.258874	0	6.08658	11.1277	15.3832	18.7504	21.257	23.6908	25.4913	27.1035	28.3968	29.594	30.7392	31.4567	32.2448	33.0086
395500	763.195	95.9007	0.406187	0	6.0867	11.1279	15.3833	18.7505	21.2571	23.6909	25.4914	27.1035	28.3969	29.5941	30.7393	31.4568	32.2449	33.0088
396000	1500	85.9542	0.206667	0	6.08667	11.1279	15.3833	18.7506	21.2572	23.6909	25.4915	27.1036	28.3969	29.5942	30.7393	31.4568	32.245	33.0088
396500	854.171	93.0377	0.362925	0	6.08664	11.128	15.3833	18.7506	21.2572	23.691	25.4915	27.1036	28.3969	29.5942	30.7394	31.4569	32.245	33.0089
397000	609.28	86.3911	0.508797	0	6.08664	11.128	15.3833	18.7506	21.2572	23.691	25.4916	27.1037	28.3969	29.5943	30.7394	31.4569	32.2451	33.0089
397500	434.6	131.682	0.7133	0	6.08661	11.1279	15.3832	18.7506	21.2572	23.6909	25.4915	27.1037	28.3969	29.5943	30.7394	31.4569	32.2451	33.0089
398000	544.387	114.055	0.569448	0	6.08661	11.1279	15.3832	18.7506	21.2571	23.6909	25.4915	27.1037	28.3969	29.5943	30.7394	31.4569	32.245	33.0089
398500	544.387	92.6649	0.569448	0	6.08661	11.1279	15.3832	18.7505	21.2571	23.6908	25.4915	27.1036	28.3969	29.5943	30.7394	31.4569	32.245	33.0089
399000	388.311	135.621	0.798328	0	6.08661	11.1278	15.3832	18.7505	21.257	23.6908	25.4915	27.1036	28.3969	29.5943	30.7393	31.4568	32.245	33.0089
399500	681.909	95.3571	0.454606	0	6.08661	11.1278	15.3832	18.7505	21.257	23.6907	25.4914	27.1036	28.3968	29.5943	30.7393	31.4568	32.245	33.0089
400000	544.387	115.862	0.569448	0	6.08661	11.1278	15.3832	18.7504	21.2569	23.6907	25.4914	27.1036	28.3968	29.5942	30.7392	31.4568	32.245	33.0089
400500	434.6	110.581	0.7133	0	6.08661	11.1277	15.3831	18.7504	21.2569	23.6906	25.4914	27.1036	28.3968	29.5942	30.7392	31.4568	32.245	33.0088
401000	544.387	98.4594	0.569448	0	6.08664	11.1277	15.3831	18.7504	21.2569	23.6907	25.4914	27.1036	28.3969	29.5943	30.7392	31.4569	32.245	33.0089
401500	955.992	91.9773	0.324271	0	6.08664	11.1278	15.383	18.7504	21.2569	23.6907	25.4914	27.1037	28.3969	29.5942	30.7392	31.4569	32.245	33.0089
402000	763.195	92.8996	0.406187	0	6.08664	11.1277	15.383	18.7504	21.2569	23.6906	25.4914	27.1036	28.3969	29.5942	30.7392	31.4569	32.245	33.0089
402500	763.195	106.361	0.406187	0	6.08664	11.1277	15.3829	18.7504	21.2569	23.6906	25.4914	27.1036	28.3969	29.5942	30.7392	31.4569	32.245	33.0089
403000	609.28	104.236	0.508797	0	6.08661	11.1277	15.3829	18.7504	21.2568	23.6906	25.4914	27.1036	28.3969	29.5942	30.7392	31.4569	32.245	33.0089
403500	388.311	150.32	0.798328	0	6.08661	11.1277	15.3828	18.7503	21.2568	23.6906	25.4914	27.1036	28.3969	29.5942	30.7392	31.4569	32.245	33.0089
404000	681.909	89.1896	0.454606	0	6.08658	11.1277	15.3828	18.7502	21.2568	23.6906	25.4913	27.1036	28.3968	29.5942	30.7392	31.4569	32.245	33.0089
404500	388.311	103.472	0.798328	0	6.08658	11.1276	15.3828	18.7502	21.2567	23.6906	25.4913	27.1035	28.3968	29.5942	30.7392	31.4569	32.245	33.0089
405000	434.6	109.186	0.7133	0	6.08658	11.1276	15.3828	18.7501	21.2567	23.6906	25.4912	27.1035	28.3968	29.5941	30.7392	31.4569	32.245	33.0089
405500	544.387	128.627	0.569448	0	6.08658	11.1276	15.3828	18.7501	21.2567	23.6905	25.4912	27.1034	28.3968	29.5941	30.7392	31.4569	32.245	33.0089
406000	310	120.902	1	0	6.08661	11.1276	15.3827	18.7501	21.2567	23.6906	25.4912	27.1034	28.3968	29.5942	30.7392	31.4569	32.245	33.0089
406500	681.909	79.3204	0.454606	0	6.08661	11.1276	15.3826	18.7501	21.2566	23.6906	25.4911	27.1034	28.3968	29.5942	30.7392	31.4569	32.245	33.0089
407000	681.909	81.4384	0.454606	0	6.08661	11.1275	15.3825	18.7501	21.2566	23.6905	25.491	27.1034	28.3968	29.5942	30.7392	31.4569	32.245	33.0089
407500	388.311	97.7134	0.798328	0	6.08658	11.1275	15.3825	18.7501	21.2565	23.6905	25.4909	27.1034	28.3968	29.5941	30.7392	31.4569	32.245	33.0089
408000	681.909	96.4817	0.454606	0	6.08658	11.1275	15.3824	18.75	21.2565	23.6905	25.4908	27.1034	28.3968	29.5941	30.7392	31.4569	32.245	33.0089
408500	486.406	111.095	0.637328	0	6.08655	11.1275	15.3824	18.7499	21.2565	23.6904	25.4908	27.1034	28.3967	29.5941	30.7392	31.4569	32.245	33.0089
409000	609.28	97.2402	0.508797	0	6.08652	11.1274	15.3824	18.7499	21.2565	23.6903	25.4908	27.1034	28.3967	29.5941	30.7392	31.4568	32.245	33.0089
409500	434.6	100.439	0.7133	0	6.08652	11.1274	15.3824	18.7499	21.2565	23.6903	25.4908	27.1035	28.3967	29.5941	30.7392	31.4569	32.245	33.0089
410000	1069.95	91.5316	0.289733	0	6.08649	11.1274	15.3823	18.7499	21.2565	23.6903	25.4907	27.1035	28.3967	29.5941	30.7392	31.4569	32.245	33.0089
410500	1069.95	87.7966	0.289733	0	6.08658	11.1274	15.3824	18.75	21.2566	23.6904	25.4908	27.1035	28.3968	29.5942	30.7392	31.457	32.2451	33.009
411000	544.387	103.085	0.569448	0	6.08655	11.1274	15.3824	18.75	21.2565	23.6904	25.4908	27.1035	28.3969	29.5942	30.7392	31.457	32.2451	33.009
411500	681.909	78.2285	0.454606	0	6.08655	11.1274	15.3824	18.75	21.2565	23.6904	25.4908	27.1035	28.3968	29.5942	30.7392	31.457	32.2451	33.009
412000	1069.95	79.1717	0.289733	0	6.08655	11.1274	15.3824	18.7499	21.2565	23.6903	25.4908	27.1035	28.3968	29.5942	30.7391	31.457	32.2451	33.009
412500	681.909	65.1749	0.454606	0	6.08661	11.1273	15.3824	18.75	21.2566	23.6903	25.4908	27.1035	28.3968	29.5942	30.7392	31.457	32.2452	33.0091
413000	544.387	118.701	0.569448	0	6.08661	11.1273	15.3824	18.7499	21.2565	23.6903	25.4908	27.1035	28.3968	29.5942	30.7392	31.457	32.2452	33.009
413500	544.387	100.002	0.569448	0	6.08661	11.1273	15.3824	18.75	21.2565	23.6903	25.4907	27.1035	28.3968	29.5943	30.7392	31.457	32.2452	33.009
414000	955.992	73.3423	0.324271	0	6.08661	11.1273	15.3824	18.75	21.2564	23.6903	25.4907	27.1035	28.3968	29.5942	30.7392	31.457	32.2452	33.009
414500	544.387	99.6889	0.569448	0	6.08661	11.1273	15.3824	18.75	21.2564	23.6903	25.4907	27.1036	28.3968	29.5942	30.7392	31.457	32.2452	33.009
415000	681.909	119.729	0.454606	0	6.08661	11.1273	15.3824	18.75	21.2564	23.6904	25.4907	27.1036	28.3968	29.5943	30.7392	31.457	32.2452	33.009
415500	609.28	103.407	0.508797	0	6.08661	11.1274	15.3824	18.75	21.2564	23.6904	25.4907	27.1036	28.3968	29.5943	30.7392	31.4571	32.2452	33.009
416000	854.171	50.657	0.362925	0	6.08662	11.1273	15.3824	18.75	21.2564	23.6904	25.4907	27.1036	28.3968	29.5943	30.7392	31.4571	32.2452	33.009
416500	681.909	101.418	0.454606	0	6.08667	11.1274	15.3824	18.7501	21.2565	23.6904	25.4908	27.1037	28.3969	29.5944	30.7393	31.4571	32.2453	33.0091
417000	346.953	133.434	0.893492	0	6.08662	11.1274	15.3824	18.7501	21.2564	23.6904	25.4908	27.1037	28.3969	29.5944	30.7393	31.4571	32.2453	33.0091
417500	1500	100.73	0.206667	0	6.08661	11.1273	15.3824	18.7501	21.2564	23.6904	25.4907	27.1037	28.3969	29.5944	30.7393	31.4571	32.2453	33.0091
418000	434.6	123.551	0.7133	0	6.08664	11.1274	15.3824	18.7502	21.2565	23.6905	25.4908	27.1037	28.3969	29.5944	30.7393	31.4572	32.2454	33.0091
418500	544.387	108.533	0.569448	0	6.08661	11.1273	15.3824	18.7501	21.2565	23.6905	25.4908	27.1037	28.3969	29.5944	30.7393	31.4572	32.2454	33.0091
419000	544.387	124.153	0.569448	0	6.08662	11.1273	15.3824	18.7501	21.2565	23.6905	25.4908	27.1038	28.3969	29.5944	30.7393	31.4572	32.2454	33.0091
419500	486.406	108.495	0.637328	0	6.08661	11.1273	15.3824	18.7501	21.2565	23.6904	25.4908	27.1037	28.3969	29.5944	30.7393	31.4572	32.2454	33.0091
420000	1340.24	80.6674	0.231302	0	6.08661	11.1273	15.3823	18.7501	21.2564	23.6904	25.4907	27.1037	28.3969	29.5944	30.7393	31.4572	32.2453	33.0091
420500	388.311	163.124	0.798328	0	6.08667	11.1274	15.3824	18.7501	21.2565	23.6905	25.4908	27.1038	28.397	29.5945	30.7394	31.4573	32.2454	33.0092
421000	955.992	103.098	0.324271	0	6.08665	11.1273	15.3824	18.7501	21.2565	23.6905	25.4908	27.1038	28.397	29.5945	30.7394	31.4573	32.2454	33.0092
421500	681.909	85.2214	0.454606	0	6.08665	11.1273	15.3824	18.7502	21.2565	23.6905	25.4908	27.1038	28.397	29.5945	30.7394	31.4573	32.2455	33.0092
422000	955.992	65.0225	0.324271	0	6.08669	11.1274	15.3825	18.7502	21.2565	23.6905	25.4908	27.1039	28.397	29.5945	30.7395	31.4573	32.2455	33.0092
422500	310	135.13	1	0	6.08672	11.1274	15.3825	18.7502	21.2566	23.6906	25.4908	27.1039	28.3971	29.5946	30.7395	31.4574	32.2455	33.0092
423000	955.992	81.3905	0.324271	0	6.08672	11.1274	15.3825	18.7502	21.2566	23.6906	25.4908	27.1039	28.3971	29.5945	30.7395	31.4574	32.2455	33.0092
423500	955.992	61.9458	0.324271	0	6.08672	11.1274	15.3825	18.7502	21.2566	23.6905	25.4908	27.1039	28.3971	29.5945	30.7395	31.4573	32.2455	33.0092
424000	1340.24	49.5811	0.231302	0	6.08672	11.1274	15.3825	18.7502	21.2566	23.6905	25.4908	27.1039	28.397	29.5945	30.7395	31.4573	32.2455	33.0092
424500	388.311	138.816	0.798328	0	6.0867	11.1274	15.3825	18.7502	21.2566	23.6906	25.4908	27.1039	28.3971	29.5945	30.7395	31.4573	32.2455	33.0092
425000	681.909	83.5165	0.454606	0	6.0867	11.1274	15.3825	18.7502	21.2566	23.6905	25.4908	27.1039	28.397	29.5945	30.7395	31.4573	32.2455	33.0092
425500	1500	53.8836	0.206667	0	6.0867	11.1274	15.3825	18.7502	21.2566	23.6905	25.4908	27.1039	28.397	29.5945	30.7395	31.4572	32.2455	33.0092
426000	1500	80.8536	0.206667	0	6.0867	11.1274	15.3824	18.7502	21.2566	23.6905	25.4908	27.1039	28.397	29.5944	30.7395	31.4572	32.2455	33.0092
426500	1197.49	71.0533	0.258874	0	6.08669	11.1274	15.3824	18.7502	21.2565	23.6905	25.4908	27.1038	28.397	29.5944	30.7395	31.4572	32.2455	33.0092
427000	388.311	145.205	0.798328	0	6.08667	11.1273	15.3824	18.7501	21.2565	23.6905	25.4908	27.1038	28.397	29.5944	30.7394	31.4572	32.2455	33.0092
427500	681.909	69.8807	0.454606	0	6.08667	11.1273	15.3824	18.7501	21.2566	23.6905	25.4908	27.1039	28.397	29.5944	30.7394	31.4572	32.2455	33.0092
428000	388.311	120.022	0.798328	0	6.08665	11.1273	15.3824	18.7501	21.2566	23.6905	25.4907	27.1039	28.397	29.5944	30.7394	31.4572	32.2455	33.0092
428500	310	180.324	1	0	6.08669	11.1273	15.3824	18.7501	21.2566	23.6905	25.4908	27.1039	28.397	29.5945	30.7394	31.4572	32.2455	33.0092
429000	544.387	99.7783	0.569448	0	6.08669	11.1274	15.3824	18.7502	21.2566	23.6906	25.4908	27.1039	28.397	29.5945	30.7395	31.4572	32.2455	33.0092
429500	434.6	89.8478	0.7133	0	6.08673	11.1274	15.3824	18.7502	21.2566	23.6906	25.4908	27.1039	28.3971	29.5945	30.7395	31.4572	32.2456	33.0092
430000	486.406	99.1312	0.637328	0	6.08673	11.1274	15.3824	18.7502	21.2567	23.6906	25.4908	27.1039	28.3971	29.5945	30.7395	31.4572	32.2456	33.0092
430500	310	167.644	1	0	6.08675	11.1274	15.3824	18.7502	21.2567	23.6906	25.4909	27.104	28.3971	29.5945	30.7395	31.4573	32.2456	33.0092
431000	1340.24	78.2738	0.231302	0	6.08673	11.1274	15.3824	18.7502	21.2567	23.6906	25.4908	27.1039	28.3971	29.5945	30.7395	31.4573	32.2456	33.0092
431500	609.28	82.0919	0.508797	0	6.08673	11.1274	15.3824	18.7502	21.2566	23.6906	25.4908	27.1039	28.3971	29.5945	30.7395	31.4573	32.2456	33.0092
432000	763.195	67.1113	0.406187	0	6.08673	11.1274	15.3824	18.7502	21.2566	23.6906	25.4908	27.1039	28.3971	29.5945	30.7395	31.4572	32.2456	33.0091
432500	1340.24	62.1623	0.231302	0	6.08672	11.1274	15.3824	18.7502	21.2566	23.6906	25.4908	27.1039	28.3971	29.5945	30.7394	31.4572	32.2456	33.0091
433000	955.992	60.2215	0.324271	0	6.08672	11.1274	15.3823	18.7501	21.2566	23.6906	25.4908	27.1039	28.3971	29.5944	30.7394	31.4572	32.2456	33.0091
433500	1069.95	49.8516	0.289733	0	6.08672	11.1274	15.3823	18.7501	21.2566	23.6906	25.4908	27.1039	28.3971	29.5944	30.7394	31.4572	32.2456	33.0091
434000	955.992	60.7559	0.324271	0	6.08672	11.1274	15.3823	18.7501	21.2566	23.6906	25.4908	27.1039	28.3971	29.5944	30.7394	31.4572	32.2456	33.0091
434500	763.195	79.3618	0.406187	0	6.08672	11.1274	15.3823	18.7501	21.2566	23.6906	25.4907	27.1038	28.397	29.5944	30.7394	31.4572	32.2455	33.0091
435000	854.171	92.0477	0.362925	0	6.08672	11.1274	15.3823	18.7501	21.2566	23.6905	25.4907	27.1038	28.397	29.5944	30.7394	31.4572	32.2455	33.009
435500	1340.24	45.7036	0.231302	0	6.08672	11.1274	15.3823	18.7501	21.2566	23.6905	25.4907	27.1038	28.397	29.5944	30.7394	31.4572	32.2455	33.009
436000	388.311	122.344	0.798328	0	6.08672	11.1274	15.3823	18.75	21.2565	23.6905	25.4907	27.1038	28.397	29.5944	30.7393	31.4572	32.2455	33.009
436500	1340.24	57.0253	0.231302	0	6.08672	11.1274	15.3823	18.75	21.2565	23.6905	25.4906	27.1038	28.397	29.5944	30.7393	31.4572	32.2455	33.009
437000	763.195	85.271	0.406187	0	6.0867	11.1273	15.3823	18.75	21.2565	23.6905	25.4906	27.1038	28.397	29.5944	30.7393	31.4571	32.2455	33.009
437500	681.909	125.079	0.454606	0	6.08669	11.1273	15.3823	18.75	21.2565	23.6905	25.4906	27.1038	28.397	29.5943	30.7393	31.4571	32.2455	33.009
438000	544.387	91.2064	0.569448	0	6.08671	11.1274	15.3823	18.75	21.2565	23.6905	25.4906	27.1038	28.397	29.5944	30.7394	31.4571	32.2455	33.009
438500	388.311	149.949	0.798328	0	6.08672	11.1273	15.3823	18.75	21.2566	23.6905	25.4906	27.1038	28.397	29.5944	30.7394	31.4571	32.2455	33.009
439000	388.311	138.468	0.798328	0	6.0867	11.1273	15.3823	18.7501	21.2566	23.6905	25.4906	27.1038	28.397	29.5944	30.7394	31.4571	32.2455	33.009
439500	388.311	102.857	0.798328	0	6.08669	11.1273	15.3823	18.75	21.2566	23.6905	25.4906	27.1038	28.397	29.5944	30.7394	31.4571	32.2455	33.009
440000	434.6	109.378	0.7133	0	6.08671	11.1273	15.3823	18.7501	21.2566	23.6905	25.4907	27.1038	28.397	29.5944	30.7394	31.4571	32.2455	33.0091
440500	1500	66.7717	0.206667	0	6.08671	11.1273	15.3823	18.7501	21.2566	23.6905	25.4907	27.1038	28.397	29.5944	30.7394	31.4571	32.2455	33.009
