"Steps"	"Temperature (K)"	"PotentialEnergy"	"Scaling"	"310K Weight"	"325.179K Weight"	"341.101K Weight"	"357.803K Weight"	"375.323K Weight"	"393.7K Weight"	"412.978K Weight"	"433.199K Weight"	"454.41K Weight"	"476.661K Weight"	"500K Weight"
50300000	500	1684.48	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
50350000	500	1769.47	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
50400000	476.661	1616.07	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
50450000	454.41	1452.87	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
50500000	476.661	1648.07	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
50550000	476.661	1623.22	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
50600000	454.41	1544.21	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
50650000	500	1752.88	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
50700000	500	1732.15	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
50750000	454.41	1491.26	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
50800000	393.7	1258.36	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
50850000	500	1658.56	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
50900000	454.41	1526.39	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
50950000	476.661	1656.32	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51000000	454.41	1475.73	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51050000	454.41	1540.41	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51100000	476.661	1664.17	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51150000	476.661	1598.74	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51200000	500	1686.99	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51250000	500	1739.04	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51300000	454.41	1453.9	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51350000	433.199	1414.93	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51400000	393.7	1241.73	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51450000	500	1617.61	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51500000	433.199	1428.96	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51550000	476.661	1705.66	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51600000	500	1794.18	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51650000	454.41	1572.7	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51700000	433.199	1438.18	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51750000	454.41	1518.17	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51800000	454.41	1477.8	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51850000	500	1762.79	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51900000	500	1705.61	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
51950000	412.978	1309.21	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52000000	454.41	1469.49	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52050000	500	1777.91	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52100000	476.661	1701.58	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52150000	454.41	1520.47	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52200000	454.41	1535.24	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52250000	476.661	1622.42	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52300000	454.41	1541.83	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52350000	454.41	1583.71	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52400000	476.661	1553.8	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52450000	500	1770.12	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52500000	476.661	1661.3	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52550000	476.661	1580.44	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52600000	454.41	1592.28	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52650000	500	1800.86	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52700000	412.978	1413	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52750000	393.7	1240.94	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52800000	476.661	1572.11	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52850000	500	1712.68	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52900000	476.661	1602.76	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
52950000	454.41	1471.21	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53000000	500	1722.43	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53050000	454.41	1516.74	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53100000	393.7	1226.95	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53150000	476.661	1637.87	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53200000	412.978	1379.4	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53250000	500	1723.17	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53300000	476.661	1593.77	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53350000	454.41	1546.64	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53400000	476.661	1632.08	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53450000	500	1632.05	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53500000	433.199	1420.06	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53550000	433.199	1438.59	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53600000	433.199	1412.01	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53650000	433.199	1413.68	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53700000	476.661	1603.63	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53750000	476.661	1641.09	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53800000	412.978	1314.04	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53850000	357.803	1141.04	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53900000	454.41	1447.96	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
53950000	433.199	1428.01	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54000000	375.323	1113.43	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54050000	500	1760.79	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54100000	433.199	1446.87	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54150000	500	1694.48	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54200000	476.661	1665.55	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54250000	454.41	1466.69	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54300000	454.41	1484.55	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54350000	325.179	984.462	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54400000	412.978	1408.38	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54450000	500	1906.73	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54500000	500	1803.9	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54550000	454.41	1579.89	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54600000	454.41	1498.79	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54650000	500	1775.66	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54700000	476.661	1506.78	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54750000	500	1696.53	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54800000	433.199	1445.27	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54850000	375.323	1129.49	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54900000	500	1671.75	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
54950000	454.41	1528.79	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55000000	375.323	1149	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55050000	341.101	1018.83	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55100000	454.41	1529.54	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55150000	476.661	1593.99	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55200000	500	1686.78	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55250000	500	1808.64	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55300000	476.661	1559.62	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55350000	500	1724.36	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55400000	375.323	1150.98	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55450000	476.661	1650.86	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55500000	412.978	1257.49	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55550000	500	1784.44	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55600000	500	1634.51	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55650000	500	1768.3	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55700000	433.199	1412.35	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55750000	500	1647.69	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55800000	500	1767.29	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55850000	433.199	1482.89	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55900000	500	1742.05	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
55950000	393.7	1264.66	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56000000	476.661	1699.05	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56050000	500	1657.28	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56100000	476.661	1597.71	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56150000	476.661	1569.46	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56200000	476.661	1711.58	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56250000	500	1767.1	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56300000	412.978	1307.76	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56350000	500	1728.82	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56400000	433.199	1362.71	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56450000	433.199	1399.99	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56500000	476.661	1650.91	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56550000	500	1687	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56600000	412.978	1278.77	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56650000	433.199	1348.84	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56700000	500	1658.27	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56750000	500	1813.66	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56800000	476.661	1533.06	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56850000	393.7	1351.78	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56900000	412.978	1322.64	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
56950000	500	1621.02	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57000000	375.323	1212.16	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57050000	476.661	1638.1	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57100000	500	1702.23	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57150000	393.7	1335.49	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57200000	500	1839.16	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57250000	393.7	1226.84	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57300000	476.661	1560.71	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57350000	412.978	1282.87	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57400000	454.41	1511.89	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57450000	325.179	984.068	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57500000	412.978	1347.46	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57550000	375.323	1203.25	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57600000	476.661	1676.73	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57650000	500	1674.9	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57700000	393.7	1259.88	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57750000	412.978	1339.44	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57800000	476.661	1631.68	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57850000	500	1669.77	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57900000	476.661	1588.85	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
57950000	454.41	1493.2	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58000000	476.661	1623.96	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58050000	476.661	1579.78	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58100000	500	1742.15	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58150000	476.661	1591.35	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58200000	433.199	1450	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58250000	476.661	1609.94	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58300000	433.199	1473.06	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58350000	412.978	1355.32	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58400000	476.661	1501.36	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58450000	433.199	1367.56	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58500000	500	1836.62	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58550000	500	1731.25	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58600000	454.41	1473.55	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58650000	454.41	1494.3	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58700000	500	1750.41	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58750000	412.978	1314.52	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58800000	454.41	1509.86	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58850000	500	1682.2	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58900000	454.41	1572.65	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
58950000	393.7	1207.6	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59000000	454.41	1481.82	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59050000	500	1648.49	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59100000	393.7	1251.44	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59150000	433.199	1440.85	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59200000	500	1790.15	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59250000	476.661	1634.83	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59300000	454.41	1586.76	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59350000	500	1645.9	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59400000	375.323	1211.07	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59450000	500	1632.48	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59500000	375.323	1216.53	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59550000	375.323	1184.97	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59600000	433.199	1422.65	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
