"Steps"	"Temperature (K)"	"PotentialEnergy"	"Scaling"	"310K Weight"	"325.179K Weight"	"341.101K Weight"	"357.803K Weight"	"375.323K Weight"	"393.7K Weight"	"412.978K Weight"	"433.199K Weight"	"454.41K Weight"	"476.661K Weight"	"500K Weight"
59650000	476.661	1609.31	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59700000	500	1802.94	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59750000	500	1646.6	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59800000	454.41	1596.11	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59850000	476.661	1631.3	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59900000	500	1663.98	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
59950000	500	1723.47	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60000000	433.199	1382.95	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60050000	433.199	1398.69	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60100000	375.323	1181.02	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60150000	500	1652.13	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60200000	375.323	1239.35	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60250000	476.661	1681.51	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60300000	412.978	1399.74	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60350000	433.199	1440.73	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60400000	500	1732.07	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60450000	454.41	1466.57	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60500000	500	1605.67	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60550000	476.661	1611.12	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60600000	476.661	1539.85	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60650000	500	1776.97	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60700000	433.199	1468.53	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60750000	454.41	1485.34	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60800000	412.978	1336.04	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60850000	500	1647.56	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60900000	476.661	1656.44	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
60950000	500	1703.6	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61000000	454.41	1540.48	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61050000	500	1749.21	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61100000	476.661	1617.97	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61150000	433.199	1425.4	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61200000	500	1704.15	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61250000	500	1704.85	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61300000	500	1721.38	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61350000	500	1722.89	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61400000	500	1710.63	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61450000	325.179	966.227	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61500000	341.101	1099.71	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61550000	500	1701.23	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61600000	454.41	1537.87	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61650000	476.661	1548.94	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61700000	412.978	1354.33	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61750000	454.41	1504.7	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61800000	433.199	1453.94	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61850000	500	1831.8	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61900000	454.41	1443.66	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
61950000	325.179	972.691	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62000000	500	1722.83	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62050000	476.661	1581.96	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62100000	500	1726.62	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62150000	476.661	1685.59	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62200000	454.41	1592.51	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62250000	454.41	1458.03	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62300000	412.978	1342.74	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62350000	454.41	1525.8	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62400000	433.199	1402.03	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62450000	476.661	1682.09	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62500000	476.661	1583.61	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62550000	500	1710.53	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62600000	500	1744.77	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62650000	433.199	1436.27	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62700000	500	1615.34	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62750000	393.7	1209.58	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62800000	412.978	1384.25	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62850000	393.7	1201.31	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62900000	393.7	1271.46	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
62950000	476.661	1762.28	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63000000	341.101	1038.79	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63050000	476.661	1614.86	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63100000	476.661	1684.5	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63150000	412.978	1336.16	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63200000	412.978	1313.67	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63250000	500	1749.28	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63300000	454.41	1505.69	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63350000	500	1732.59	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63400000	433.199	1381.23	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63450000	357.803	1115.7	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63500000	500	1735.48	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63550000	412.978	1322.77	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63600000	412.978	1339.77	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63650000	500	1687.03	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63700000	476.661	1676.12	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63750000	433.199	1392.42	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63800000	500	1652.02	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63850000	476.661	1582.05	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63900000	393.7	1202.42	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
63950000	500	1790.93	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64000000	393.7	1282.14	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64050000	500	1787.41	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64100000	412.978	1340.6	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64150000	476.661	1620.18	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64200000	500	1694.71	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64250000	500	1652.27	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64300000	433.199	1378.69	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64350000	433.199	1401.55	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64400000	393.7	1232.59	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64450000	500	1753.65	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64500000	412.978	1308.31	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64550000	357.803	1103.83	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64600000	476.661	1602.61	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64650000	500	1769.74	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64700000	500	1708.6	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64750000	500	1725.93	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64800000	412.978	1307.01	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64850000	375.323	1224.64	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64900000	476.661	1647.08	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
64950000	500	1655	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65000000	500	1718.83	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65050000	454.41	1568.07	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65100000	476.661	1610.4	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65150000	454.41	1500.29	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65200000	500	1842.56	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65250000	393.7	1317.48	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65300000	454.41	1581.26	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65350000	412.978	1299.03	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65400000	476.661	1533.62	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65450000	433.199	1420.6	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65500000	500	1652.21	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65550000	476.661	1496.95	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65600000	357.803	1152.89	0.866398	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65650000	375.323	1270.14	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65700000	500	1711.49	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65750000	500	1884.8	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65800000	412.978	1350.01	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65850000	454.41	1612	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65900000	454.41	1469.36	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
65950000	454.41	1557.9	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66000000	476.661	1559.07	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66050000	500	1653.72	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66100000	454.41	1572.27	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66150000	476.661	1650.74	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66200000	500	1713.98	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66250000	500	1621.98	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66300000	476.661	1604.22	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66350000	500	1754.38	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66400000	476.661	1608.08	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66450000	500	1699.9	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66500000	454.41	1498.16	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66550000	433.199	1422.83	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66600000	433.199	1369.12	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66650000	412.978	1283.75	0.750646	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66700000	375.323	1192.85	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66750000	433.199	1448.9	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66800000	341.101	1045.16	0.908821	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66850000	454.41	1531.11	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66900000	500	1833.34	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
66950000	500	1756.65	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67000000	454.41	1475.77	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67050000	500	1624.76	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67100000	454.41	1519.85	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67150000	476.661	1639.06	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67200000	325.179	966.855	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67250000	476.661	1604.43	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67300000	454.41	1429.92	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67350000	433.199	1375.81	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67400000	375.323	1223.65	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67450000	500	1721.7	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67500000	500	1846.85	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67550000	433.199	1408.29	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67600000	500	1652.41	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67650000	500	1648.38	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67700000	375.323	1182.19	0.825956	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67750000	433.199	1392.49	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67800000	393.7	1172.42	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67850000	500	1731.04	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67900000	454.41	1428.92	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
67950000	500	1663.11	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
68000000	393.7	1235.37	0.787401	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
68050000	500	1692.9	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
68100000	476.661	1590.17	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
68150000	325.179	995.036	0.953321	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
68200000	454.41	1495.02	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
68250000	500	1714.59	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
68300000	476.661	1568.35	0.650358	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
68350000	454.41	1509.57	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
68400000	500	1699.49	0.62	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
68450000	433.199	1398.38	0.715606	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
68500000	454.41	1594.5	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
68550000	454.41	1479.06	0.682203	0	-16.9803	-34.2299	-51.5652	-69.2081	-87.1549	-105.461	-124.024	-142.829	-161.926	-181.093
